product_name,product_category,product_type,weight,fragility,fragility_score,current_material,cost_per_unit,co2_emission_kg,recyclability,biodegradability,durability,recommended_material,rec_co2,rec_cost,rec_recyclability,rec_biodegradability
eye drops bottle,Pharmaceuticals,eye drops bottle,105.3,high,3.0,Glass,0.2054,0.1242,0.9377,0.0925,0.8889,Recycled Cardboard,0.0527,0.0632,0.92,0.82
salad bag,Fresh Produce,salad bag,110.5,high,3.0,Cardboard,0.0566,0.0968,0.937,0.7085,0.5399,Bioplastic (PLA),0.0884,0.3093,0.3,0.85
plant pot,Agriculture,plant pot,16908.1,low,1.0,Cardboard,8.396,16.2625,0.9219,0.8105,,Bioplastic (PLA),13.5265,47.3427,0.3,0.85
wine bottle,Food & Beverage,wine bottle,1639.6,low,1.0,Glass,2.9474,1.8647,0.9203,,0.9014,Recycled Cardboard,0.8198,0.9838,0.92,0.82
bolt set packaging,Industrial,bolt set packaging,16991.8,high,3.0,Plastic (HDPE),12.9619,58.5177,0.7586,0.0512,0.8783,Recycled Aluminum,13.5934,40.7803,0.95,0.02
jewelry box,Fashion & Apparel,jewelry box,1217.9,medium,2.0,Cardboard,0.5688,1.0889,0.9743,0.7324,0.5544,Kraft Paper,0.8526,0.4872,0.85,0.88
nail polish bottle,Cosmetics,nail polish bottle,463.8,high,3.0,Glass,0.9227,0.534,0.9517,0.0931,0.9616,Bioplastic (PLA),0.371,1.2987,0.3,0.85
seed packet,Premium agriculture,seed packet,8897.7,low,,Kraft Paper,3.7759,6.5255,0.9436,0.8643,0.4525,Bamboo,2.6693,28.4725,0.6,0.95
vase packaging,Household,vase packaging,1243.3,medium,2.0,Plastic (HDPE),0.928,4.3311,0.7017,0.0465,0.8252,Recycled Plastic,2.2379,1.2433,0.9,0.1
jeans packaging,Fashion & Apparel,jeans packaging,1114.0,medium,2.0,Cardboard,0.5789,0.9537,0.931,0.7192,0.5765,Kraft Paper,0.7798,0.4456,0.85,0.88
salad bag,Fresh Produce,salad bag,2811.7,medium,2.0,Plastic (PET),2.2528,11.0995,0.6877,0.0484,0.778,Seaweed Film,0.1406,12.3715,0.45,0.98
belt packaging,Fashion & Apparel,belt packaging,704.2,medium,2.0,Plastic (PET),0.5301,2.749,0.7601,0.0518,0.8287,Kraft Paper,0.4929,0.2817,0.85,0.88
moisturizer jar,Cosmetics,moisturizer jar,76.6,medium,2.0,Glass,0.1361,0.0943,0.9851,0.1031,0.8579,Glass,0.0919,0.1378,0.95,0.1
gaming console box,Electronics,gaming console box,4.353 kg,high,3.0,Cardboard,2.413,3.7529,0.8723,0.7546,0.5652,Bamboo,1.306,13.9312,0.6,0.95
plant pot,Agriculture,plant pot,20787.0,low,1.0,Cardboard,10.1892,17.1082,0.811,0.694,0.5225,Hemp Fiber,4.1574,70.6757,0.65,0.96
ketchup bottle,Food & Beverage,ketchup bottle,269.5,low,1.0,Plastic (PET),170.29,171.79,,0.0511,,Bioplastic (PLA),0.2156,0.7547,0.3,0.85
machine part box,Industrial,machine part box,9949.0,medium,2.0,Plastic (HDPE),7.1364,33.7312,0.643,0.0479,,Steel (Tinplate),29.8471,13.9286,0.88,0.02
melon wrap - eco,Fresh Produce,melon wrap,92.8,high,3.0,Cardboard,,0.0823,,0.7471,0.545,Seaweed Film,0.0046,0.4083,0.45,0.98
card game box,toys & games (imported),card game box,421.8,low,1.0,polyethylene terephthalate,0.3365,1.5536,0.7626,0.0509,0.7976,Recycled Cardboard,0.2109,0.2531,0.92,0.82
fruit net bag,Fresh Produce,fruit net bag,,high,3.0,Cardboard,0.7242,1.2983,,0.7945,0.5924,Seaweed Film,0.0748,6.5855,0.45,0.98
picture frame box,household (imported),picture frame box,,medium,2.0,Glass,2.9229,1.7801,0.9923,0.1004,0.9479,Recycled Plastic,2.8844,1.6025,0.9,0.1
power bank box,Electronics,power bank box,4489.8,medium,2.0,Styrofoam (EPS),1.8891,15.2726,0.0954,0.0099,0.6088,Hemp Fiber,0.898,15.2653,0.65,0.96
building blocks box,Toys & Games,building blocks box,2502.5,low,1.0,Cardboard,1.1764,2.2926,0.8143,0.6704,0.5698,Recycled Cardboard,1.2512,1.5015,0.92,0.82
handbag packaging,Fashion & Apparel,handbag packaging,189.1,medium,2.0,Wood,0.5255,0.0993,0.6702,0.819,0.8769,Recycled Cardboard,0.0946,0.1135,0.92,0.82
shirt packaging,Fashion & Apparel,shirt packaging,462.2,medium,2.0,Cardboard,0.2286,0.393,0.8664,0.7792,,Recycled Cardboard,0.2311,0.2773,0.92,0.82
light bulb box,Household,light bulb box,3153.1,low,1.0,HDPE container,2.1312,11.5931,0.8345,0.0525,0.8362,Bioplastic (PLA),2.5225,8.8287,0.3,0.85
beer bottle,Food & Beverage,beer bottle,1201.8,medium,2.0,Glass,2.1891,1.5,0.9848,0.0905,,Recycled Plastic,2.1632,1.2018,0.9,0.1
action figure box,Toys & Games,action figure box,2136.4,low,1.0,Plastic (PET),1.5879,8.497,0.6566,0.0462,0.8505,Bamboo,0.6409,6.8366,0.6,0.95
doll packaging,Toys & Games,doll packaging,368.0,medium,2.0,Plastic (PET),0.3058,1.5255,0.7399,0.0506,0.7901,Bamboo,0.1104,1.1776,0.6,0.95
apple tray,Fresh Produce,apple tray,1385.8,medium,,Plastic (PET),1.1235,5.2749,,0.053,0.7761,Seaweed Film,0.0693,6.0975,0.45,0.98
LIPSTICK CASE,cosmetics - eco,lipstick case,0.312 kg,high,3.0,Aluminum,0.6475,2.6062,0.925,0.02,0.9401,Bamboo,0.0937,0.999,0.6,0.95
toy car box,Toys & Games,toy car box,1862.4,low,1.0,Styrofoam (EPS),0.7112,6.1792,,0.0103,0.5692,Recycled Cardboard,0.9312,1.1175,0.92,0.82
CLEANING SPRAY,Household,cleaning spray,623.4,high,3.0,Glass,1.1911,0.7622,0.9216,0.088,0.8815,Recycled Plastic,1.1221,0.6234,0.9,0.1
seed_packet,Agriculture,seed packet,16.631 kg,low,1.0,Plastic (HDPE),12.2219,59.3174,0.7943,0.0498,0.8348,Kraft Paper,11.6415,6.6523,0.85,0.88
tea box,Food & Beverage,tea box,252.0,medium,2.0,Aluminum,0.5734,2.0687,0.9057,0.0203,0.9438,Recycled Cardboard,0.126,0.1512,0.92,0.82
pill box,Pharmaceuticals,pill box,64.4,high,3.0,Glass,0.1099,0.0725,0.9291,0.1064,,Recycled Cardboard,0.0322,0.0386,0.92,0.82
vase packaging - eco,Household,vase packaging,1032.5,high,,Glass,475.63,105.64,0.914,0.1068,0.8706,Recycled Cardboard,0.5162,0.6195,0.92,0.82
industrial tape roll,Industrial,industrial tape roll,11778.7,medium,2.0,Plastic (HDPE),,38.1388,0.7386,0.0488,0.9175,Steel (Tinplate),35.3361,16.4902,0.88,0.02
Garden Tool Box,Agriculture,garden tool box,1914.3,low,1.0,Cardboard,0.8736,1.7267,0.9018,0.7644,0.5387,Hemp Fiber,0.3829,6.5085,0.65,0.96
jewelry box,Fashion & Apparel,jewelry box,1454.7,medium,2.0,Cardboard,,1.3341,0.8917,0.7747,0.5481,Kraft Paper,1.0183,0.5819,0.85,0.88
vegetable clamshell,Fresh Produce,vegetable clamshell,2229.3,medium,2.0,Plastic (PET),1.8499,8.1669,0.713,0.0498,0.8037,Bioplastic (PLA),1.7834,6.2421,0.3,0.85
herb packaging,Fresh Produce,herb packaging,2783.5,medium,2.0,Kraft Paper,1.124,1.7843,0.8485,0.8865,0.4383,Seaweed Film,0.1392,12.2475,0.45,0.98
tie box,Fashion & Apparel,tie box,,medium,,Cardboard,0.5801,1.175,0.8691,0.7244,0.5225,Recycled Cardboard,0.646,0.7752,0.92,0.82
vitamin btl,Pharmaceuticals,vitamin bottle,187.0,medium,2.0,Cardboard,0.0964,0.1506,0.919,0.7278,0.5534,Glass,0.2244,0.3365,0.95,0.1
juice carton,Food & Beverage,juice carton,1272.9,low,1.0,Aluminum,2.6913,,0.9821,0.0209,0.947,Glass,1.5275,2.2912,0.95,0.1
berry punnet,Fresh Produce,berry punnet,1251.8,medium,,Kraft Paper,0.5263,0.9285,0.8891,0.8598,,Bioplastic (PLA),1.0014,3.505,0.3,0.85
safety equipment box,Industrial,safety equipment box,5423.5,low,1.0,Steel (Tinplate),7.5002,15.4433,0.8783,0.0199,0.9862,Recycled Aluminum,4.3388,13.0163,0.95,0.02
apple tray,Fresh Produce,apple tray,,high,,Cardboard,0.2247,0.3793,0.8915,0.7298,0.5223,Mycelium,0.0437,1.7465,0.4,0.99
toy car box,Toys & Games,toy car box,1861.0,low,1.0,Styrofoam (EPS),0.7573,6.2183,0.0966,0.0101,0.6088,Recycled Cardboard,0.9305,1.1166,0.92,0.82
vase packaging,Household,vase packaging,3550.8,high,3.0,Cardboard,1.8342,3.2139,0.9498,0.7036,0.6087,Glass,4.261,6.3915,0.95,0.1
paint can - eco,Industrial,paint can,2.662 kg,high,3.0,Steel (Tinplate),3.648,7.3342,0.9021,0.0191,0.9008,Recycled Cardboard,1.3311,1.5973,0.92,0.82
router box,Electronics,router box,7875.6,,,Styrofoam (EPS),3.0654,24.7343,0.0977,0.0093,0.5755,Mycelium,0.7876,31.5022,0.4,0.99
shoe box,Fashion & Apparel,shoe box,1026.0,medium,2.0,Wood,2.6041,0.492,0.7306,0.8105,0.8582,Kraft Paper,0.7182,0.4104,0.85,0.88
thermometer case,Pharmaceuticals,thermometer case,,medium,2.0,Glass,0.179,0.1175,0.9618,0.0984,,Recycled Cardboard,0.049,0.0588,0.92,0.82
fruit net bag,Fresh Produce,fruit net bag,2373.1,medium,2.0,Kraft Paper,0.9784,1.6349,0.9012,0.8739,0.4399,Bioplastic (PLA),1.8984,6.6445,0.3,0.85
paint can,Industrial,paint can,7974.1,low,1.0,Steel (Tinplate),11.2109,24.2108,0.9151,0.0209,0.919,Recycled Aluminum,6.3793,19.1378,0.95,0.02
action figure box,Toys & Games,action figure box,560.0,medium,2.0,Plastic (PET),0.4807,2.1498,0.7362,0.0524,,Recycled Cardboard,0.28,0.336,0.92,0.82
vase packaging,Household,vase packaging,,high,3.0,Cardboard,1.6232,,0.8551,0.7323,,Recycled Plastic,5.9274,3.293,0.9,0.1
LEGO box,Toys & Games,LEGO box,0.307 kg,low,1.0,Cardboard,0.1536,0.2823,0.9096,0.7722,0.5403,Recycled Cardboard,0.1535,0.1841,0.92,0.82
supplement jar,Pharmaceuticals,supplement jar,0.062 kg,high,,borosilicate glass,0.1122,0.0674,0.9424,0.1034,,Recycled Cardboard,0.031,0.0372,0.92,0.82
industrial tape roll,Industrial,industrial tape roll,19383.0,high,3.0,Cardboard,9.1007,16.7277,0.8549,0.7453,0.5207,Steel (Tinplate),58.149,27.1362,0.88,0.02
apple tray,fresh produce,apple tray,1336.4,high,3.0,Cardboard,0.6614,,0.8414,0.719,0.5438,Mycelium,0.1336,5.3455,0.4,0.99
industrial_tape_roll,Industrial,industrial tape roll,18791.0,low,1.0,Plastic (HDPE),14.8557,70.0132,0.705,0.0517,0.8326,Recycled Cardboard,9.3955,11.2746,0.92,0.82
rice bag,Food & Beverage,rice bag,454.3,low,1.0,Steel (Tinplate),0.6031,1.3997,0.8716,0.0191,0.9029,Bioplastic (PLA),0.3635,1.2721,0.3,0.85
watch box (imported),Fashion & Apparel,watch box,53.2,medium,2.0,Cardboard,0.0254,0.0444,,,0.5519,Kraft Paper,0.0373,0.0213,0.85,0.88
olive oil bottle,Food & Beverage,olive oil bottle,941.0,low,1.0,Cardboard,,0.838,0.9258,0.7273,0.6002,Recycled Cardboard,0.4705,0.5646,0.92,0.82
paper towel wrap,Household,paper towel wrap,2258.3,high,3.0,Glass,3.8176,2.7663,1.0,0.097,0.941,Recycled Plastic,4.0649,2.2583,0.9,0.1
body lotion bottle,Cosmetics,body lotion bottle,474.0,high,3.0,Glass,202.94,192.84,0.9568,0.0911,0.9184,Recycled Aluminum,0.3792,1.1377,0.95,0.02
LEGO box,Toys & Games,LEGO box,337.8,medium,2.0,Styrofoam (EPS),0.1292,1.0724,0.1005,0.0102,0.6449,Recycled Plastic,0.6081,0.3378,0.9,0.1
lipstick case,Cosmetics,lipstick case,,medium,2.0,borosilicate glass,0.0904,0.0596,1.0,0.0999,0.913,Bioplastic (PLA),0.0401,0.1405,0.3,0.85
battery packaging,Industrial,battery packaging,5389.2,low,1.0,Wood,13.2754,2.808,0.6114,,0.844,Recycled Aluminum,4.3113,12.934,0.95,0.02
cutlery set box,Household,cutlery set box,1449.3,high,3.0,Styrofoam (EPS),0.5862,4.4582,0.1028,,,Recycled Plastic,2.6088,1.4493,0.9,0.1
fertilizer bag,Agriculture,fertilizer bag,24584.2,low,1.0,Cardboard,11.827,22.3834,,0.7948,0.5764,Hemp Fiber,4.9168,83.5864,0.65,0.96
belt packaging,Fashion & Apparel,belt packaging,0.667 kg,low,1.0,Cardboard,,0.5604,0.8119,0.7906,0.537,Recycled Cardboard,0.3336,0.4004,0.92,0.82
watch box,Fashion & Apparel,watch box,759.1,low,1.0,Plastic (PET),0.654,3.0029,0.6796,0.0477,,Bamboo,0.2277,2.4293,0.6,0.95
vase packaging,Household,vase packaging,3953.6,high,3.0,Styrofoam (EPS),1.5359,12.8961,0.1074,0.0097,0.5689,Bioplastic (PLA),3.1629,11.0702,0.3,0.85
beer_bottle,Food & Beverage,beer bottle,1139.5,medium,2.0,Steel (Tinplate),1.545,3.4626,0.899,0.0193,0.8714,Recycled Plastic,2.0512,1.1395,0.9,0.1
cutlery set box,Household,cutlery set box,2.138 kg,low,1.0,Glass,3.8225,2.488,0.9955,0.101,0.9138,Recycled Plastic,3.8489,2.1383,0.9,0.1
snack bag,Food & Beverage,snack bag,830.5,medium,2.0,Aluminum,1.8683,6.3661,,0.02,0.9832,Bioplastic (PLA),0.6644,2.3253,0.3,0.85
ointment tube - eco,pharmaceuticals,ointment tube,58.4,medium,2.0,Glass,0.1003,0.0713,0.9603,0.0949,0.9495,Recycled Cardboard,0.0292,0.0351,0.92,0.82
building blocks box,Toys & Games,building blocks box,2967.7,low,1.0,Plastic (PET),2.5689,12.0456,,0.0472,0.8097,Recycled Plastic,5.3419,2.9677,0.9,0.1
bread bag,Food & Beverage,bread bag,1679.0,low,1.0,Steel (Tinplate),2.7318,4.9972,0.9815,0.0198,0.9648,Bioplastic (PLA),1.3432,4.7012,0.3,0.85
light bulb box - eco,Household,light bulb box,0.163 kg,,3.0,Plastic (HDPE),0.112,0.5955,0.7483,0.0501,0.7684,Recycled Plastic,0.2936,0.1631,0.9,0.1
shampoo bottle,Cosmetics,shampoo bottle,347.6,medium,2.0,Glass,0.6693,0.4209,0.9936,0.0921,0.8555,Recycled Plastic,0.6257,0.3476,0.9,0.1
herb packaging - eco,Fresh Produce,herb packaging,1614.5,medium,2.0,Cardboard,0.8535,1.4306,0.7551,0.7494,0.5471,Seaweed Film,0.0807,7.104,0.45,0.98
compost bag,Agriculture,compost bag,13877.0,low,1.0,Kraft Paper,5.3181,9.5644,0.8123,0.9035,0.4777,Bamboo,4.1631,44.4065,0.6,0.95
Premium hard drive box,Electronics,hard drive box,5.494 kg,high,3.0,Styrofoam (EPS),1.9756,18.1912,0.1072,,,Bamboo,1.6482,17.5803,0.6,0.95
Premium vegetable clamshell,Fresh Produce,vegetable clamshell,973.9,high,3.0,Cardboard,0.4644,,0.9044,0.7155,,Bioplastic (PLA),0.7791,2.7269,0.3,0.85
Machine Part Box,Industrial,machine part box,6.519 kg,high,3.0,corrugated cardboard,269.37,190.48,0.9492,0.7394,0.5838,Recycled Cardboard,3.2594,3.9112,0.92,0.82
injection packaging,Pharmaceuticals,injection packaging,206.1,medium,2.0,cardboard,0.1043,0.1752,0.9019,0.7928,0.5935,Bioplastic (PLA),0.1649,0.5772,0.3,0.85
plant pot,Agriculture,plant pot,356.1,low,1.0,Kraft Paper,0.1385,0.2591,0.7296,0.9398,0.4671,Bioplastic (PLA),0.2849,0.9971,0.3,0.85
herb packaging,Fresh Produce,herb packaging,1.673 kg,high,3.0,Kraft Paper,0.6538,1.2697,0.8958,0.8783,0.4461,Kraft Paper,1.1711,0.6692,0.85,0.88
Paper Towel Wrap,Household,paper towel wrap,1737.6,low,1.0,Cardboard,0.8336,1.4308,,0.7205,0.5556,Glass,2.0851,3.1277,0.95,0.1
detergent bottle,household,detergent bottle,484.5,high,3.0,Plastic (HDPE),0.3273,1.7495,0.813,0.0452,0.9057,Bioplastic (PLA),0.3876,1.3566,0.3,0.85
safety equipment box,Industrial,safety equipment box,7987.9,high,3.0,Steel (Tinplate),11.3785,21.6121,0.8111,0.0201,0.9572,Steel (Tinplate),23.9637,11.183,0.88,0.02
fertilizer bag,Agriculture,fertilizer bag,13190.8,low,1.0,Kraft Paper,5.0171,9.6679,,0.9042,0.4282,Kraft Paper,9.2336,5.2763,0.85,0.88
ointment tube,Pharmaceuticals,ointment tube,240.8,medium,2.0,Glass,,,0.922,0.1042,0.9161,Recycled Cardboard,0.1204,0.1445,0.92,0.82
serum bottle,Cosmetics,serum bottle,458.7,medium,,aluminum,1.0124,,0.9029,0.0185,0.9622,Glass,0.5505,0.8257,0.95,0.1
puzzle box,Toys & Games,puzzle box,2.267 kg,medium,2.0,Styrofoam (EPS),0.8416,,0.1046,0.0097,0.6562,Bamboo,0.6801,7.2548,0.6,0.95
board game box,Toys & Games,board game box,2937.7,medium,2.0,Cardboard,1.5711,2.5553,0.869,0.7608,0.5572,Bamboo,0.8813,9.4006,0.6,0.95
thermometer case,Pharmaceuticals,thermometer case,188.0,medium,2.0,Plastic (HDPE),,0.697,0.7517,0.0501,0.8287,Recycled Cardboard,0.094,0.1128,0.92,0.82
ointment tube,pharmaceuticals,ointment tube,197.2,,2.0,Cardboard,0.104,,0.8634,,0.5178,Glass,0.2367,0.355,0.95,0.1
BUILDING BLOCKS BOX,Toys & Games,building blocks box,1049.4,,,paperboard,0.5423,0.9038,0.8873,0.7943,,Recycled Plastic,1.8889,1.0494,0.9,0.1
plate packaging,Household,plate packaging,380.0,medium,2.0,Plastic (HDPE),0.2377,1.3864,0.7463,0.0485,0.8684,Bioplastic (PLA),0.304,1.0641,0.3,0.85
tie_box,Fashion & Apparel,tie box,878.0,low,1.0,Cardboard,0.39,0.7198,0.89,0.7289,0.5348,Recycled Cardboard,0.439,0.5268,0.92,0.82
shoe box,fashion_&_apparel,shoe box,734.6,low,1.0,Wood,1.8354,0.3903,0.7095,0.8167,0.9006,Bamboo,0.2204,2.3506,0.6,0.95
snack bag,Food & Beverage,snack bag,0.852 kg,low,1.0,Aluminum,1.97,6.7082,,0.0214,0.9181,Bioplastic (PLA),0.6819,2.3868,0.3,0.85
tie box,Fashion & Apparel,tie box,,medium,,Cardboard,0.4713,0.808,0.9148,0.7864,0.559,Kraft Paper,0.621,0.3548,0.85,0.88
REMOTE CONTROL TOY BOX,Toys & Games,remote control toy box,2034.2,medium,2.0,Plastic (PET),1.561,7.5121,0.7228,0.0522,0.8056,Bamboo,0.6103,6.5096,0.6,0.95
tool packaging,Industrial,tool packaging,17547.0,high,3.0,Cardboard,9.3808,17.7188,0.9048,0.7723,0.5735,Recycled Cardboard,8.7735,10.5282,0.92,0.82
hard drive box,Electronics,hard drive box,4118.0,high,3.0,Cardboard,2.0355,3.6111,0.8362,0.6539,0.5447,Hemp Fiber,0.8236,14.0014,0.65,0.96
machine part box,Industrial,machine part box,19562.3,high,3.0,Plastic (HDPE),13.9849,71.1583,0.7137,0.0499,0.8498,Steel (Tinplate),58.687,27.3873,0.88,0.02
pill box,Pharmaceuticals,pill box,148.8,medium,2.0,Cardboard,0.0749,0.128,0.8632,0.7005,0.5593,Recycled Cardboard,0.0744,0.0893,0.92,0.82
bread bag,Food & Beverage,bread bag,0.545 kg,medium,2.0,Aluminum,,4.6049,0.9135,0.0201,0.9744,Recycled Plastic,0.9803,0.5446,0.9,0.1
supplement jar,Pharmaceuticals,supplement jar,170.5,high,3.0,Glass,0.2842,0.1963,1.0,0.0968,,Bioplastic (PLA),0.1364,0.4774,0.3,0.85
shirt packaging,Fashion & Apparel,shirt packaging,132.9,medium,2.0,Cardboard,,0.1111,0.9115,0.6851,0.5867,Bamboo,0.0399,0.4254,0.6,0.95
vase packaging,Household,vase packaging,2933.2,high,3.0,Cardboard,1.4308,2.5855,0.861,0.7648,0.5384,Recycled Cardboard,1.4666,1.7599,0.92,0.82
baby toy packaging,Toys & Games,baby toy packaging,1355.3,low,1.0,Styrofoam (EPS),0.5798,3.9793,0.0933,0.0095,0.5901,Bamboo,0.4066,4.3369,0.6,0.95
picture frame box,Household,picture frame box,1881.7,low,1.0,Cardboard,0.9351,1.7662,,0.7333,0.6065,Bioplastic (PLA),1.5054,5.2688,0.3,0.85
injection packaging,Pharmaceuticals,injection packaging,0.172 kg,high,,Plastic (HDPE),0.1345,0.5997,0.7944,0.0518,0.8548,Bioplastic (PLA),0.1373,0.4807,0.3,0.85
cleaning spray,Household,cleaning spray,551.8,low,1.0,Cardboard,0.2832,0.523,0.8959,,0.55,Recycled Plastic,0.9932,0.5518,0.9,0.1
jewelry box,Fashion & Apparel,jewelry box,146.1,medium,2.0,Wood,0.3591,0.0711,0.7802,0.8747,0.8006,Kraft Paper,0.1023,0.0585,0.85,0.88
energy drink (imported),Food & Beverage,energy drink,703.4,medium,2.0,Plastic (PET),,2.7724,0.7141,0.0478,0.8029,Glass,0.844,1.2661,0.95,0.1
cutlery set box,Household,cutlery set box,1438.8,low,1.0,Plastic (HDPE),1.0491,4.8978,0.7086,0.0506,0.9018,Glass,1.7266,2.5899,0.95,0.1
vitamin bottle,Pharmaceuticals,vitamin bottle,247.2,medium,2.0,Cardboard,0.1341,0.223,0.8526,,0.5296,Glass,0.2966,0.445,0.95,0.1
action figure box,Toys & Games,action figure box,963.7,low,1.0,Cardboard,0.469,0.8672,0.8649,0.736,0.5231,Recycled Cardboard,0.4818,0.5782,0.92,0.82
LUBRICANT CONTAINER,Industrial,lubricant container,2.417 kg,high,3.0,Cardboard,1.215,2.1268,0.955,0.7084,0.5768,Recycled Aluminum,1.9332,5.7997,0.95,0.02
perfume bottle,Cosmetics,perfume bottle,33.0,high,3.0,Glass,0.0628,0.04,0.9017,0.1003,0.9193,Glass,0.0396,0.0594,0.95,0.1
battery packaging,Industrial,battery packaging,6256.8,,2.0,Wood,14.1503,3.0811,0.6874,0.7974,0.807,Steel (Tinplate),18.7703,8.7595,0.88,0.02
energy drink,Food & Beverage,energy drink,1970.3,low,1.0,Steel (Tinplate),2.8102,6.0922,0.8874,0.0212,0.9438,Glass,2.3643,3.5465,0.95,0.1
safety equipment box (imported),Industrial,safety equipment box,19194.3,medium,2.0,Plastic (HDPE),13.1652,64.913,0.8247,0.0479,0.8266,Recycled Aluminum,15.3554,46.0663,0.95,0.02
handbag packaging,Fashion & Apparel,handbag packaging,1484.1,low,1.0,Wood,3.2913,0.764,0.723,0.8078,0.8492,Bamboo,0.4452,4.749,0.6,0.95
fruit net bag,Fresh Produce,fruit net bag,1472.4,medium,2.0,Kraft Paper,0.645,1.0152,0.9191,0.9776,,Bioplastic (PLA),1.1779,4.1228,0.3,0.85
thermometer case,Pharmaceuticals,thermometer case,,high,3.0,Glass,0.5554,0.3293,0.9666,0.095,0.8957,Recycled Cardboard,0.136,0.1632,0.92,0.82
cereal box,food_&_beverage,cereal box,757.9,medium,2.0,Glass,1.3786,0.7653,0.9268,0.108,0.9009,Bioplastic (PLA),0.6063,2.1221,0.3,0.85
seed packet,Agriculture,seed packet,12738.3,low,,Kraft Paper,,,0.8414,0.8797,0.4635,Bamboo,3.8215,40.7624,0.6,0.95
toy car box,Toys & Games,toy car box,1067.8,low,,Plastic (PET),,4.0877,0.6944,0.053,0.8575,Recycled Plastic,1.922,1.0678,0.9,0.1
vase packaging,Household,vase packaging,1.603 kg,medium,2.0,Glass,2.9047,1.9952,0.9703,0.0964,0.8827,Recycled Cardboard,0.8015,0.9618,0.92,0.82
Premium bolt set packaging,Industrial,bolt set packaging,1449.9,medium,2.0,Wood,3.7058,0.7346,0.713,0.7951,0.8695,Steel (Tinplate),4.3496,2.0298,0.88,0.02
Deodorant Stick,Cosmetics,deodorant stick,159.4,high,3.0,Aluminum,0.3614,1.3784,0.8698,0.0197,1.0,Recycled Plastic,0.2869,0.1594,0.9,0.1
olive oil bottle,Food & Beverage,olive oil bottle,1299.2,low,1.0,Steel (Tinplate),1.6718,3.7066,0.8968,0.0192,0.9856,Recycled Plastic,2.3386,1.2992,0.9,0.1
soil bag,Agriculture,soil bag,1519.8,low,1.0,Cardboard,0.7442,1.2883,0.8814,0.8048,,Hemp Fiber,0.304,5.1673,0.65,0.96
moisturizer jar,Cosmetics,moisturizer jar,,medium,2.0,Aluminum,1.0659,3.9153,0.9353,0.0229,0.9012,Recycled Plastic,0.8381,0.4656,0.9,0.1
battery packaging,Industrial,battery packaging,754.2,medium,2.0,Wood,2.0651,0.3811,0.6869,0.854,0.9049,Steel (Tinplate),2.2626,1.0559,0.88,0.02
nail polish bottle,Cosmetics,nail polish bottle,393.4,high,3.0,Al can,0.8583,3.173,0.9298,0.019,0.9017,Glass,0.472,0.708,0.95,0.1
Smartwatch Box,Electronics,smartwatch box,2583.6,medium,2.0,Styrofoam (EPS),0.9281,8.0216,0.0987,0.0104,0.6451,Recycled Cardboard,1.2918,1.5502,0.92,0.82
light bulb box,household,light bulb box,447.8,medium,2.0,Cardboard,0.2233,0.3815,0.9641,0.7937,0.5871,Recycled Cardboard,0.2239,0.2687,0.92,0.82
ointment tube - eco,Pharmaceuticals,ointment tube,237.5,high,3.0,Plastic (HDPE),0.1584,0.7491,0.7446,0.047,0.8755,Bioplastic (PLA),0.19,0.665,0.3,0.85
soil bag,Agriculture,soil bag,16744.1,low,1.0,Plastic (HDPE),10.963,59.6633,0.7715,0.0511,0.7705,Hemp Fiber,3.3488,56.9299,0.65,0.96
snack bag,Food & Beverage,snack bag,514.1,low,1.0,Steel (Tinplate),0.7032,1.4868,0.9265,0.0203,0.8845,Recycled Cardboard,0.2571,0.3085,0.92,0.82
conditioner bottle,Cosmetics,conditioner bottle,249.7,,3.0,Aluminum,0.5408,,0.8488,,0.9481,Glass,0.2996,0.4495,0.95,0.1
compost bag,Agriculture,compost bag,20250.1,low,1.0,Cardboard,9.5906,20.504,0.8644,0.7038,0.5762,Bioplastic (PLA),16.2001,56.7002,0.3,0.85
shampoo bottle,Cosmetics,shampoo bottle,123.8,high,3.0,Aluminum,0.2525,1.0167,0.9062,0.0199,1.0,Bamboo,0.0371,0.396,0.6,0.95
tie box,Fashion & Apparel,tie box,827.9,low,1.0,Plastic (PET),0.7238,3.3814,,0.0469,0.8838,Recycled Cardboard,0.4139,0.4967,0.92,0.82
doll packaging,Toys & Games,doll packaging,1995.7,low,1.0,Plastic (PET),1.6454,7.1892,0.6821,0.0484,,Recycled Plastic,3.5922,1.9957,0.9,0.1
Light Bulb Box,Household,light bulb box,2343.7,low,1.0,Glass,3.7888,2.7551,0.9021,0.0906,0.8842,Recycled Plastic,4.2187,2.3437,0.9,0.1
medicine bottle,Pharmaceuticals,medicine bottle,97.6,medium,2.0,Cardboard,0.0523,0.083,0.875,0.7583,,Bioplastic (PLA),0.0781,0.2732,0.3,0.85
tool packaging,Industrial,tool packaging,7677.1,high,3.0,Wood,19.8799,3.4976,0.6708,0.8366,,Recycled Cardboard,3.8385,4.6062,0.92,0.82
compost bag,Agriculture,compost bag,17208.0,low,1.0,Cardboard,8.2606,15.3502,0.8193,0.7226,0.5491,Hemp Fiber,3.4416,58.5072,0.65,0.96
first aid kit,pharmaceuticals (imported),first aid kit,0.179 kg,medium,2.0,Cardboard,,0.1561,0.8667,0.7418,0.5711,Bioplastic (PLA),0.1433,0.5017,0.3,0.85
